Employee_ID,Age,Gender,Industry,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Sleep_Quality
EMP3850,48,Prefer not to say,Healthcare,Onsite,57,2,4,Medium,Anxiety,No,Increase,4,Neutral,Good
EMP3851,31,Male,Retail,Remote,52,1,5,High,,No,Increase,4,Unsatisfied,Poor
EMP3852,49,Non-binary,Consulting,Onsite,54,10,3,High,Depression,No,Decrease,5,Unsatisfied,Good
EMP3853,45,Non-binary,IT,Remote,49,14,5,Low,Anxiety,No,Decrease,4,Unsatisfied,Average
EMP3854,52,Prefer not to say,Education,Remote,30,12,5,High,,Yes,Increase,3,Neutral,Average
EMP3855,47,Non-binary,Education,Onsite,26,1,5,Low,Burnout,No,Decrease,1,Neutral,Good
EMP3856,38,Non-binary,Retail,Hybrid,38,15,5,High,Anxiety,Yes,No Change,1,Satisfied,Poor
EMP3857,36,Prefer not to say,IT,Remote,27,12,4,Low,Anxiety,Yes,Decrease,3,Neutral,Average
EMP3858,56,Male,Retail,Onsite,31,8,5,Medium,Depression,Yes,Decrease,2,Satisfied,Average
EMP3859,42,Male,IT,Onsite,33,11,4,High,Anxiety,Yes,No Change,2,Unsatisfied,Good
EMP3860,41,Female,Education,Onsite,48,10,4,Low,Burnout,No,Decrease,4,Neutral,Average
EMP3861,33,Female,Finance,Onsite,20,13,2,Low,Depression,No,Decrease,1,Neutral,Poor
EMP3862,25,Male,IT,Remote,47,0,3,Low,Anxiety,No,Increase,3,Satisfied,Average
EMP3863,36,Non-binary,IT,Onsite,40,6,3,Low,Depression,No,Decrease,4,Satisfied,Average
EMP3864,53,Prefer not to say,Finance,Remote,30,15,1,Low,Depression,No,Decrease,4,Unsatisfied,Average
EMP3865,56,Female,IT,Hybrid,52,0,4,High,Burnout,Yes,Decrease,3,Satisfied,Good
EMP3866,51,Prefer not to say,IT,Hybrid,48,5,4,Low,,No,Decrease,1,Satisfied,Poor
EMP3867,52,Male,Finance,Remote,41,0,5,Low,,Yes,Increase,1,Satisfied,Good
EMP3868,30,Male,Manufacturing,Onsite,54,7,1,High,Anxiety,No,No Change,5,Neutral,Average
EMP3869,28,Non-binary,IT,Hybrid,41,5,4,Medium,,No,No Change,3,Satisfied,Poor
EMP3870,44,Male,Manufacturing,Onsite,40,1,1,Low,Burnout,Yes,Increase,3,Satisfied,Good
EMP3871,45,Non-binary,IT,Hybrid,43,9,2,Low,Anxiety,No,No Change,5,Neutral,Good
EMP3872,23,Non-binary,Healthcare,Remote,55,11,4,High,Burnout,No,Increase,2,Satisfied,Good
EMP3873,44,Female,Retail,Remote,46,5,1,Medium,Anxiety,No,Decrease,2,Neutral,Good
EMP3874,51,Prefer not to say,Consulting,Hybrid,36,14,2,Medium,Depression,Yes,Increase,3,Unsatisfied,Good
EMP3875,26,Female,Finance,Remote,54,5,4,Low,Anxiety,No,No Change,5,Unsatisfied,Poor
EMP3876,29,Non-binary,Education,Remote,34,0,4,High,,No,No Change,1,Neutral,Poor
EMP3877,45,Male,Education,Onsite,41,15,5,Low,Burnout,No,Decrease,3,Neutral,Poor
EMP3878,49,Non-binary,Retail,Onsite,53,12,2,High,Burnout,Yes,Increase,4,Satisfied,Good
EMP3879,50,Male,Consulting,Hybrid,46,9,4,Low,,No,Decrease,5,Unsatisfied,Good
EMP3880,32,Non-binary,Manufacturing,Remote,35,1,4,Low,,No,Increase,1,Satisfied,Poor
EMP3881,28,Female,Healthcare,Onsite,44,8,1,High,Depression,No,Decrease,5,Unsatisfied,Poor
EMP3882,22,Non-binary,Education,Remote,20,6,2,High,Burnout,No,No Change,1,Unsatisfied,Average
EMP3883,50,Prefer not to say,Consulting,Remote,37,10,5,High,,No,Decrease,1,Satisfied,Poor
EMP3884,31,Male,Finance,Onsite,57,9,1,Low,,Yes,Decrease,4,Unsatisfied,Average
EMP3885,27,Prefer not to say,Finance,Onsite,20,4,4,Medium,Anxiety,No,Increase,4,Neutral,Average
EMP3886,25,Female,Manufacturing,Hybrid,54,6,1,High,Depression,No,Decrease,4,Neutral,Poor
EMP3887,43,Male,IT,Remote,53,7,3,High,Depression,Yes,No Change,1,Unsatisfied,Good
EMP3888,48,Male,Healthcare,Onsite,53,10,2,Low,Burnout,No,Decrease,1,Satisfied,Poor
EMP3889,24,Non-binary,Manufacturing,Hybrid,25,13,4,Medium,Anxiety,No,Increase,5,Satisfied,Good
EMP3890,30,Prefer not to say,Consulting,Remote,28,7,3,Medium,Burnout,No,Decrease,5,Satisfied,Average
EMP3891,50,Non-binary,Finance,Hybrid,42,7,3,High,,No,No Change,3,Neutral,Poor
EMP3892,42,Prefer not to say,Healthcare,Remote,44,11,5,Low,,No,Increase,2,Neutral,Average
EMP3893,50,Non-binary,Manufacturing,Remote,23,13,1,High,,No,Increase,5,Satisfied,Average
EMP3894,51,Prefer not to say,Retail,Hybrid,57,9,3,Low,,Yes,Increase,1,Neutral,Poor
EMP3895,57,Female,Education,Onsite,41,0,1,Medium,Burnout,Yes,Increase,5,Satisfied,Good
EMP3896,29,Non-binary,Education,Hybrid,42,12,3,Low,Depression,No,No Change,5,Unsatisfied,Average
EMP3897,28,Female,Manufacturing,Remote,56,13,2,High,Burnout,No,No Change,5,Satisfied,Poor
EMP3898,55,Non-binary,Healthcare,Onsite,23,13,5,High,Anxiety,No,No Change,5,Satisfied,Poor
EMP3899,59,Non-binary,Education,Hybrid,58,1,5,High,Depression,No,Decrease,3,Neutral,Poor
EMP3900,55,Non-binary,Consulting,Hybrid,43,14,1,High,Anxiety,Yes,Decrease,4,Satisfied,Poor
EMP3901,57,Female,IT,Onsite,41,11,3,Low,Burnout,No,Increase,2,Unsatisfied,Average
EMP3902,43,Non-binary,Finance,Remote,33,6,3,Medium,,Yes,Decrease,5,Neutral,Average
EMP3903,25,Female,Manufacturing,Onsite,53,13,4,Low,Anxiety,Yes,No Change,2,Neutral,Poor
EMP3904,52,Non-binary,Consulting,Hybrid,23,5,4,High,,Yes,Decrease,3,Neutral,Good
EMP3905,49,Female,Finance,Onsite,21,15,5,High,Depression,No,No Change,4,Neutral,Good
EMP3906,38,Female,IT,Remote,28,3,3,High,Burnout,Yes,Increase,5,Unsatisfied,Poor
EMP3907,50,Non-binary,Healthcare,Hybrid,52,10,3,High,Burnout,No,Decrease,3,Neutral,Poor
EMP3908,33,Female,Consulting,Remote,38,1,5,High,Depression,Yes,Decrease,4,Satisfied,Poor
EMP3909,51,Prefer not to say,Manufacturing,Hybrid,25,13,4,High,,Yes,Increase,2,Unsatisfied,Good
EMP3910,51,Non-binary,Healthcare,Remote,49,13,5,Low,,Yes,Decrease,3,Unsatisfied,Good
EMP3911,58,Non-binary,IT,Remote,37,11,5,Low,Burnout,No,Increase,1,Neutral,Average
EMP3912,34,Male,Education,Remote,33,13,4,Low,Burnout,No,No Change,1,Unsatisfied,Poor
EMP3913,53,Non-binary,Finance,Remote,42,9,1,Medium,Anxiety,No,Increase,3,Satisfied,Average
EMP3914,59,Male,Retail,Onsite,42,0,4,Medium,,No,No Change,3,Satisfied,Average
EMP3915,22,Male,Consulting,Hybrid,23,4,4,High,Depression,Yes,Increase,3,Unsatisfied,Poor
EMP3916,50,Prefer not to say,Healthcare,Onsite,50,10,4,Medium,Depression,No,Decrease,2,Neutral,Poor
EMP3917,30,Prefer not to say,Consulting,Remote,37,9,4,Medium,Depression,No,No Change,4,Unsatisfied,Poor
EMP3918,32,Female,Healthcare,Hybrid,59,9,4,Low,,No,No Change,3,Unsatisfied,Average
EMP3919,55,Prefer not to say,Finance,Hybrid,34,3,2,Low,Anxiety,Yes,No Change,5,Unsatisfied,Poor
EMP3920,52,Non-binary,Education,Onsite,59,11,2,High,,No,Decrease,1,Satisfied,Poor
EMP3921,45,Non-binary,IT,Onsite,50,4,1,High,Burnout,No,Increase,3,Neutral,Average
EMP3922,32,Female,Education,Hybrid,34,6,2,Low,,No,Increase,3,Unsatisfied,Poor
EMP3923,44,Female,Retail,Remote,27,5,3,Low,Anxiety,Yes,Increase,1,Neutral,Good
EMP3924,39,Female,Healthcare,Onsite,42,3,4,Medium,Depression,No,Decrease,2,Neutral,Average
EMP3925,23,Male,Healthcare,Hybrid,50,9,3,Medium,,Yes,Increase,1,Unsatisfied,Poor
EMP3926,42,Non-binary,IT,Onsite,41,12,1,Low,Depression,No,Increase,4,Unsatisfied,Average
EMP3927,44,Non-binary,Healthcare,Remote,29,5,3,Low,Depression,No,No Change,2,Neutral,Good
EMP3928,23,Female,Manufacturing,Hybrid,28,1,2,Low,Depression,No,Decrease,4,Unsatisfied,Average
EMP3929,34,Prefer not to say,Manufacturing,Onsite,20,7,2,Medium,Anxiety,Yes,Decrease,3,Satisfied,Poor
EMP3930,28,Female,Finance,Onsite,51,7,1,High,Depression,Yes,No Change,1,Neutral,Poor
EMP3931,28,Male,Manufacturing,Hybrid,22,7,5,High,,No,No Change,2,Unsatisfied,Poor
EMP3932,23,Male,Healthcare,Remote,54,7,5,Low,Burnout,Yes,No Change,1,Satisfied,Poor
EMP3933,57,Male,Retail,Onsite,43,1,1,High,Burnout,Yes,Decrease,4,Unsatisfied,Average
EMP3934,27,Prefer not to say,Healthcare,Remote,23,15,2,Medium,Burnout,No,Decrease,3,Neutral,Average
EMP3935,35,Female,Consulting,Remote,41,15,4,Medium,,Yes,No Change,4,Neutral,Poor
EMP3936,40,Female,Consulting,Onsite,57,6,3,Medium,Burnout,No,Increase,2,Neutral,Good
EMP3937,37,Non-binary,IT,Hybrid,25,8,1,Medium,,No,Decrease,2,Satisfied,Good
EMP3938,59,Non-binary,Retail,Remote,35,13,4,High,Anxiety,Yes,Decrease,2,Satisfied,Poor
EMP3939,33,Female,Consulting,Onsite,44,13,3,Low,,No,Increase,5,Neutral,Poor
EMP3940,27,Female,IT,Hybrid,23,10,3,High,,No,No Change,4,Unsatisfied,Average
EMP3941,42,Non-binary,Education,Remote,32,8,3,High,Depression,No,Increase,1,Neutral,Average
EMP3942,50,Non-binary,Healthcare,Remote,20,15,5,High,Depression,No,Increase,2,Neutral,Average
EMP3943,45,Male,Healthcare,Onsite,54,9,4,Low,Burnout,Yes,No Change,4,Neutral,Good
EMP3944,45,Prefer not to say,Healthcare,Hybrid,44,11,1,High,Depression,No,No Change,5,Satisfied,Good
EMP3945,53,Male,Healthcare,Remote,41,8,1,High,Burnout,No,Increase,3,Neutral,Poor
EMP3946,49,Female,Education,Hybrid,59,1,2,Medium,Depression,Yes,No Change,5,Satisfied,Good
EMP3947,30,Male,IT,Remote,37,1,3,Medium,Depression,No,Decrease,3,Neutral,Average
EMP3948,56,Female,Manufacturing,Onsite,29,2,3,Medium,Burnout,No,No Change,5,Satisfied,Poor
EMP3949,57,Non-binary,Healthcare,Remote,38,8,1,Low,,No,Decrease,1,Satisfied,Good
EMP3950,56,Male,Finance,Onsite,38,14,1,Low,Burnout,No,Decrease,2,Unsatisfied,Poor
EMP3951,49,Prefer not to say,Finance,Hybrid,21,2,2,Medium,,No,Increase,2,Neutral,Average
EMP3952,27,Male,IT,Hybrid,34,12,1,Medium,Depression,Yes,Increase,4,Unsatisfied,Good
EMP3953,40,Female,IT,Hybrid,48,8,5,Low,Burnout,Yes,Increase,1,Neutral,Poor
EMP3954,53,Non-binary,Retail,Hybrid,46,6,1,Medium,,No,Increase,2,Neutral,Poor
EMP3955,49,Female,Healthcare,Hybrid,32,14,4,Medium,Depression,No,Decrease,4,Unsatisfied,Poor
EMP3956,59,Non-binary,Education,Hybrid,54,1,2,High,Depression,No,Increase,4,Satisfied,Poor
EMP3957,35,Male,Retail,Onsite,37,10,2,High,,Yes,Increase,2,Neutral,Good
EMP3958,54,Non-binary,Manufacturing,Remote,29,10,3,Low,,No,No Change,3,Unsatisfied,Poor
EMP3959,24,Female,Consulting,Hybrid,23,13,3,Medium,,Yes,Decrease,2,Neutral,Average
EMP3960,47,Male,Finance,Remote,28,12,1,Medium,Depression,No,Increase,5,Satisfied,Poor
EMP3961,34,Prefer not to say,Finance,Remote,30,5,3,Low,Burnout,Yes,Decrease,5,Neutral,Good
EMP3962,36,Male,Manufacturing,Onsite,29,8,2,Medium,Burnout,No,No Change,2,Neutral,Poor
EMP3963,60,Male,Retail,Remote,54,4,4,Low,Anxiety,No,Increase,1,Unsatisfied,Average
EMP3964,26,Male,Consulting,Hybrid,36,12,1,High,Burnout,Yes,No Change,2,Neutral,Good
EMP3965,54,Female,IT,Onsite,36,4,2,High,,No,Decrease,1,Unsatisfied,Poor
EMP3966,41,Prefer not to say,Retail,Remote,46,8,4,High,,No,Decrease,1,Satisfied,Average
EMP3967,58,Female,Manufacturing,Hybrid,30,1,5,Low,,Yes,Decrease,5,Satisfied,Average
EMP3968,34,Prefer not to say,Retail,Remote,46,0,3,High,Burnout,Yes,Decrease,2,Satisfied,Poor
EMP3969,57,Female,IT,Remote,20,11,4,Low,Burnout,No,Decrease,5,Unsatisfied,Average
EMP3970,58,Non-binary,Finance,Hybrid,45,12,3,High,,No,No Change,3,Satisfied,Poor
EMP3971,27,Male,Consulting,Hybrid,37,0,1,Low,Depression,No,No Change,2,Satisfied,Poor
EMP3972,56,Female,Finance,Remote,36,12,5,Low,,No,Decrease,4,Unsatisfied,Good
EMP3973,27,Non-binary,Finance,Remote,60,15,2,High,,No,Decrease,4,Satisfied,Good
EMP3974,31,Female,Finance,Hybrid,27,13,1,Low,Anxiety,Yes,Decrease,2,Satisfied,Average
EMP3975,60,Female,Manufacturing,Remote,47,1,3,Medium,Anxiety,Yes,No Change,4,Satisfied,Average
EMP3976,27,Non-binary,Healthcare,Remote,46,15,2,Low,,No,Increase,2,Neutral,Poor
EMP3977,42,Non-binary,Education,Hybrid,58,12,1,Medium,Anxiety,No,No Change,5,Unsatisfied,Good
EMP3978,22,Non-binary,Retail,Hybrid,33,8,3,Low,,Yes,Decrease,5,Unsatisfied,Good
EMP3979,47,Male,IT,Onsite,27,2,4,Medium,,Yes,Increase,4,Satisfied,Poor
EMP3980,50,Male,Consulting,Onsite,56,10,1,Medium,Anxiety,Yes,No Change,4,Satisfied,Average
EMP3981,43,Male,Manufacturing,Onsite,32,15,4,Low,Anxiety,Yes,Decrease,4,Unsatisfied,Good
EMP3982,37,Female,Manufacturing,Hybrid,31,13,2,High,Depression,Yes,Increase,5,Unsatisfied,Good
EMP3983,43,Non-binary,Education,Onsite,47,10,2,High,Depression,No,Decrease,5,Satisfied,Poor
EMP3984,43,Prefer not to say,Finance,Hybrid,35,8,1,High,Burnout,Yes,No Change,3,Satisfied,Good
EMP3985,45,Prefer not to say,Healthcare,Hybrid,52,3,1,High,Anxiety,Yes,No Change,4,Unsatisfied,Good
EMP3986,44,Male,IT,Hybrid,57,3,5,Low,Anxiety,Yes,Decrease,2,Satisfied,Average
EMP3987,34,Female,Retail,Onsite,57,8,3,Low,,No,No Change,4,Neutral,Average
EMP3988,29,Male,Manufacturing,Onsite,38,14,1,Low,Anxiety,No,Decrease,4,Unsatisfied,Good
EMP3989,54,Female,Consulting,Remote,22,10,2,Low,Anxiety,No,Decrease,1,Satisfied,Average
EMP3990,36,Prefer not to say,IT,Hybrid,50,15,3,High,Anxiety,No,No Change,4,Satisfied,Good
EMP3991,46,Prefer not to say,Retail,Remote,28,2,4,Medium,Anxiety,Yes,Decrease,3,Neutral,Average
EMP3992,31,Male,Healthcare,Onsite,22,8,4,Low,,No,No Change,4,Unsatisfied,Poor
EMP3993,46,Non-binary,Healthcare,Remote,24,2,1,High,Burnout,Yes,No Change,1,Neutral,Average
EMP3994,38,Prefer not to say,Education,Hybrid,32,13,3,Low,,No,Decrease,2,Satisfied,Good
EMP3995,25,Male,IT,Remote,41,8,1,High,Anxiety,Yes,Decrease,5,Unsatisfied,Poor
EMP3996,50,Male,Finance,Hybrid,21,8,4,High,,No,Decrease,4,Neutral,Poor
EMP3997,58,Prefer not to say,Finance,Onsite,53,9,3,High,Depression,No,Increase,2,Satisfied,Average
EMP3998,47,Prefer not to say,Education,Hybrid,60,0,4,High,Depression,Yes,Increase,4,Satisfied,Good
EMP3999,27,Prefer not to say,Finance,Onsite,56,11,1,Medium,Anxiety,Yes,No Change,3,Unsatisfied,Good
EMP4000,24,Non-binary,Consulting,Onsite,34,4,5,Low,Burnout,No,Decrease,4,Unsatisfied,Average
EMP4001,38,Non-binary,Retail,Onsite,26,11,1,Low,Anxiety,No,Increase,2,Neutral,Good
EMP4002,38,Female,Manufacturing,Remote,29,0,4,Medium,Anxiety,No,No Change,5,Neutral,Poor
EMP4003,22,Female,Finance,Hybrid,36,15,1,High,Depression,Yes,Decrease,5,Unsatisfied,Poor
EMP4004,40,Female,Consulting,Onsite,25,11,1,Medium,,Yes,Increase,4,Unsatisfied,Good
EMP4005,39,Prefer not to say,Healthcare,Hybrid,31,1,2,High,Anxiety,No,Increase,1,Satisfied,Average
EMP4006,43,Prefer not to say,Healthcare,Onsite,38,2,2,Low,Anxiety,No,Increase,5,Satisfied,Average
EMP4007,44,Male,Finance,Remote,41,13,4,Low,Anxiety,Yes,Decrease,2,Neutral,Good
EMP4008,47,Prefer not to say,IT,Onsite,34,13,4,High,Burnout,No,No Change,3,Satisfied,Average
EMP4009,35,Non-binary,Finance,Hybrid,29,5,4,Medium,Anxiety,Yes,Increase,5,Neutral,Good
EMP4010,23,Prefer not to say,Healthcare,Remote,45,1,1,Low,Depression,Yes,Decrease,5,Unsatisfied,Average
EMP4011,27,Prefer not to say,Healthcare,Onsite,60,10,2,High,Anxiety,Yes,Decrease,5,Neutral,Good
EMP4012,47,Prefer not to say,Education,Onsite,48,11,3,Medium,,Yes,Increase,5,Unsatisfied,Average
EMP4013,39,Female,Healthcare,Hybrid,23,4,1,High,Depression,No,Increase,5,Satisfied,Average
EMP4014,39,Non-binary,Education,Onsite,60,15,2,Low,,Yes,No Change,3,Neutral,Poor
EMP4015,59,Female,Consulting,Hybrid,37,5,1,Low,,Yes,Increase,4,Satisfied,Poor
EMP4016,52,Male,IT,Hybrid,34,4,5,Medium,Burnout,Yes,Increase,1,Unsatisfied,Good
EMP4017,29,Female,Education,Remote,54,9,1,High,Anxiety,No,Decrease,5,Neutral,Good
EMP4018,51,Male,Education,Remote,29,15,4,High,,No,Decrease,1,Neutral,Poor
EMP4019,23,Male,Consulting,Remote,36,1,5,Low,,No,No Change,1,Satisfied,Good
EMP4020,24,Non-binary,Education,Onsite,54,9,4,Low,Burnout,No,Decrease,4,Satisfied,Average
EMP4021,41,Prefer not to say,Healthcare,Hybrid,55,14,5,Low,Depression,Yes,Decrease,2,Unsatisfied,Poor
EMP4022,52,Prefer not to say,Retail,Onsite,56,4,3,Low,Burnout,No,Decrease,4,Neutral,Average
EMP4023,52,Non-binary,Healthcare,Onsite,48,2,1,High,Anxiety,Yes,No Change,1,Satisfied,Average
EMP4024,37,Prefer not to say,Finance,Onsite,52,4,2,High,Depression,Yes,No Change,2,Satisfied,Poor
EMP4025,57,Non-binary,Retail,Hybrid,49,9,3,Medium,Anxiety,Yes,No Change,3,Satisfied,Poor
EMP4026,51,Non-binary,Healthcare,Remote,26,14,4,Low,Anxiety,Yes,Increase,3,Neutral,Average
EMP4027,45,Prefer not to say,Retail,Remote,21,15,4,High,Anxiety,Yes,Increase,3,Unsatisfied,Good
EMP4028,53,Prefer not to say,Retail,Onsite,20,10,5,Medium,,Yes,Increase,5,Satisfied,Good
EMP4029,26,Male,IT,Onsite,27,3,3,Medium,Burnout,No,No Change,3,Unsatisfied,Average
EMP4030,52,Prefer not to say,Education,Hybrid,54,1,4,Low,Anxiety,Yes,Increase,1,Neutral,Poor
EMP4031,39,Non-binary,Healthcare,Hybrid,23,9,5,Medium,,No,Increase,1,Unsatisfied,Poor
EMP4032,47,Female,Manufacturing,Remote,53,9,3,High,Anxiety,No,Increase,1,Neutral,Average
EMP4033,32,Prefer not to say,Healthcare,Hybrid,57,1,1,Low,,Yes,Decrease,4,Neutral,Poor
EMP4034,29,Male,Healthcare,Onsite,41,2,5,Medium,,Yes,No Change,3,Satisfied,Good
EMP4035,40,Male,Retail,Remote,20,12,1,Low,Burnout,No,Increase,4,Neutral,Poor
EMP4036,44,Male,Finance,Onsite,35,3,2,Medium,,No,No Change,5,Unsatisfied,Average
EMP4037,53,Female,Finance,Hybrid,57,8,2,High,Anxiety,Yes,Decrease,1,Satisfied,Good
EMP4038,23,Male,Consulting,Onsite,50,10,4,Medium,Depression,Yes,No Change,3,Unsatisfied,Good
EMP4039,36,Non-binary,Manufacturing,Remote,24,13,4,Medium,Depression,Yes,Increase,1,Unsatisfied,Good
EMP4040,39,Male,Retail,Remote,25,14,5,Medium,,No,Increase,4,Neutral,Poor
EMP4041,59,Male,IT,Hybrid,35,0,5,Low,Anxiety,No,No Change,2,Neutral,Good
EMP4042,37,Male,Healthcare,Onsite,37,1,2,Low,Anxiety,Yes,Increase,5,Satisfied,Average
EMP4043,30,Non-binary,IT,Onsite,51,1,3,Medium,Burnout,Yes,Decrease,2,Neutral,Average
EMP4044,24,Male,Consulting,Hybrid,47,10,2,High,Depression,Yes,No Change,5,Unsatisfied,Good
EMP4045,47,Prefer not to say,Finance,Remote,28,10,3,High,Burnout,Yes,No Change,3,Neutral,Poor
EMP4046,59,Non-binary,Finance,Onsite,33,3,3,High,Depression,No,Increase,3,Unsatisfied,Poor
EMP4047,37,Non-binary,Education,Onsite,31,9,3,High,Anxiety,Yes,Increase,3,Neutral,Poor
EMP4048,57,Non-binary,IT,Remote,32,2,4,High,Anxiety,Yes,Increase,4,Neutral,Poor
EMP4049,30,Male,Healthcare,Hybrid,38,10,3,Medium,,Yes,Decrease,1,Unsatisfied,Good
EMP4050,39,Non-binary,IT,Onsite,49,4,1,High,Depression,No,Increase,2,Neutral,Average
EMP4051,34,Male,Education,Remote,59,6,4,High,Burnout,No,No Change,5,Satisfied,Poor
EMP4052,48,Male,Healthcare,Hybrid,46,10,3,High,,No,Decrease,2,Neutral,Average
EMP4053,58,Female,Finance,Hybrid,31,8,4,High,,No,Increase,4,Neutral,Good
EMP4054,46,Female,Retail,Remote,22,8,4,Medium,,No,Decrease,2,Unsatisfied,Poor
EMP4055,28,Male,Manufacturing,Onsite,41,1,1,High,Burnout,No,Increase,5,Unsatisfied,Good
EMP4056,23,Male,Healthcare,Hybrid,47,9,4,High,,Yes,No Change,3,Neutral,Good
EMP4057,54,Prefer not to say,Healthcare,Hybrid,44,2,1,Low,,Yes,Decrease,3,Satisfied,Good
EMP4058,43,Male,Consulting,Remote,50,2,5,Medium,Burnout,No,Decrease,2,Neutral,Poor
EMP4059,41,Male,Retail,Onsite,55,7,1,Low,Anxiety,Yes,No Change,3,Unsatisfied,Poor
EMP4060,43,Male,Finance,Hybrid,54,2,5,Medium,,No,No Change,5,Satisfied,Average
EMP4061,36,Female,Education,Remote,27,13,5,Medium,Burnout,Yes,No Change,5,Unsatisfied,Good
EMP4062,58,Female,Finance,Remote,45,12,2,Low,Anxiety,No,Increase,4,Unsatisfied,Good
EMP4063,23,Non-binary,IT,Onsite,48,8,2,Low,Burnout,Yes,Decrease,1,Satisfied,Poor
EMP4064,38,Male,Finance,Remote,58,9,5,Low,,Yes,Decrease,1,Satisfied,Good
EMP4065,35,Non-binary,Consulting,Onsite,20,3,4,Low,Depression,Yes,Decrease,4,Satisfied,Good
EMP4066,51,Non-binary,Retail,Hybrid,49,15,1,Low,,No,Decrease,3,Satisfied,Good
EMP4067,28,Female,Consulting,Onsite,36,12,5,High,Burnout,Yes,Decrease,4,Satisfied,Average
EMP4068,42,Male,Education,Onsite,33,5,5,High,Burnout,No,No Change,5,Satisfied,Average
EMP4069,56,Prefer not to say,Consulting,Onsite,40,2,1,Low,Anxiety,Yes,Decrease,2,Satisfied,Poor
EMP4070,49,Male,IT,Remote,20,12,3,Medium,Depression,Yes,Increase,3,Neutral,Average
EMP4071,45,Prefer not to say,Retail,Onsite,28,12,4,High,Burnout,Yes,Decrease,2,Unsatisfied,Average
EMP4072,37,Female,Healthcare,Hybrid,28,11,5,Low,Anxiety,No,No Change,1,Satisfied,Good
EMP4073,23,Non-binary,Retail,Hybrid,31,1,1,High,Burnout,No,Decrease,5,Satisfied,Average
EMP4074,37,Male,Education,Hybrid,45,11,3,Low,Depression,Yes,No Change,1,Satisfied,Average
EMP4075,59,Female,Finance,Hybrid,34,11,5,High,Anxiety,Yes,Increase,1,Unsatisfied,Poor
EMP4076,50,Non-binary,Finance,Onsite,31,15,3,Medium,Anxiety,Yes,Increase,2,Unsatisfied,Average
EMP4077,46,Prefer not to say,Manufacturing,Onsite,55,10,1,Medium,Burnout,Yes,Increase,2,Satisfied,Good
EMP4078,54,Female,Finance,Onsite,35,12,4,Medium,Anxiety,No,No Change,5,Unsatisfied,Average
EMP4079,38,Male,Education,Hybrid,24,11,5,High,Anxiety,No,Decrease,3,Neutral,Poor
EMP4080,55,Female,Finance,Onsite,60,3,3,High,Anxiety,No,Increase,1,Unsatisfied,Average
EMP4081,49,Prefer not to say,IT,Remote,20,4,3,Medium,Burnout,Yes,No Change,2,Unsatisfied,Good
EMP4082,41,Non-binary,Education,Hybrid,28,9,4,High,Burnout,Yes,No Change,3,Satisfied,Average
EMP4083,22,Male,Retail,Hybrid,26,8,2,Medium,Depression,Yes,Decrease,5,Neutral,Poor
EMP4084,52,Prefer not to say,IT,Hybrid,27,15,1,Medium,Depression,No,Decrease,1,Satisfied,Average
EMP4085,28,Non-binary,Manufacturing,Onsite,32,1,1,Low,,No,Decrease,1,Unsatisfied,Average
EMP4086,50,Non-binary,Retail,Hybrid,20,10,1,Medium,,No,Decrease,5,Neutral,Poor
EMP4087,35,Non-binary,Finance,Remote,43,2,3,High,Burnout,No,No Change,3,Satisfied,Average
EMP4088,33,Male,Education,Remote,49,7,4,Low,Burnout,No,No Change,3,Neutral,Average
EMP4089,47,Male,Manufacturing,Hybrid,48,9,3,High,Burnout,Yes,Increase,3,Unsatisfied,Average
EMP4090,51,Prefer not to say,Retail,Hybrid,28,6,2,Low,,Yes,Decrease,1,Satisfied,Poor
EMP4091,57,Non-binary,Education,Hybrid,25,6,4,Medium,Burnout,No,Increase,3,Neutral,Good
EMP4092,59,Female,Education,Onsite,40,1,3,Low,Burnout,Yes,No Change,5,Neutral,Average
EMP4093,25,Female,Education,Hybrid,52,11,5,High,Depression,No,No Change,3,Unsatisfied,Average
EMP4094,42,Male,Finance,Remote,22,10,3,Low,Anxiety,No,Decrease,2,Satisfied,Poor
EMP4095,34,Female,Retail,Hybrid,28,10,1,Medium,Burnout,No,Increase,4,Satisfied,Good
EMP4096,33,Non-binary,Manufacturing,Onsite,49,0,1,Low,Burnout,Yes,Increase,3,Satisfied,Average
EMP4097,23,Male,Finance,Hybrid,49,12,2,Medium,Anxiety,No,No Change,2,Unsatisfied,Good
EMP4098,23,Male,Education,Remote,57,12,5,High,,No,Increase,3,Unsatisfied,Poor
EMP4099,54,Prefer not to say,IT,Remote,21,5,4,Low,Burnout,Yes,Increase,5,Neutral,Average
EMP4100,34,Non-binary,IT,Remote,52,6,3,High,Anxiety,No,No Change,3,Satisfied,Average
EMP4101,54,Male,Retail,Remote,40,9,1,High,,No,No Change,3,Neutral,Average
EMP4102,43,Prefer not to say,IT,Onsite,46,15,1,High,Burnout,No,Decrease,5,Satisfied,Good
EMP4103,53,Non-binary,Consulting,Onsite,48,8,2,High,Anxiety,Yes,No Change,2,Satisfied,Poor
EMP4104,59,Male,Consulting,Hybrid,47,12,2,Medium,Burnout,Yes,Decrease,2,Satisfied,Average
EMP4105,33,Non-binary,Consulting,Hybrid,48,0,4,Medium,Anxiety,No,Increase,3,Unsatisfied,Poor
